date,sales,stock,price,day,month,year,day_of_week,is_weekend,lag_1,lag_7,rolling_mean_7,rolling_mean_30
2014-01-31,209,2514,0.99,31,1,2014,4,0,272.0,75.0,182.85714285714286,132.83333333333334
2014-02-01,369,2145,0.99,1,2,2014,5,1,209.0,198.0,207.28571428571428,145.13333333333333
2014-02-02,217,1928,0.99,2,2,2014,6,1,369.0,168.0,214.28571428571428,150.03333333333333
2014-02-03,97,1831,0.99,3,2,2014,0,0,217.0,125.0,210.28571428571428,151.3
2014-02-04,117,1714,0.99,4,2,2014,1,0,97.0,86.0,214.71428571428572,152.1
2014-02-05,100,1998,1.29,5,2,2014,2,0,117.0,222.0,197.28571428571428,152.23333333333332
2014-02-06,64,2126,1.29,6,2,2014,3,0,100.0,272.0,167.57142857142858,149.53333333333333
2014-02-07,35,2091,1.29,7,2,2014,4,0,64.0,209.0,142.71428571428572,144.73333333333332
2014-02-08,54,2037,1.29,8,2,2014,5,1,35.0,369.0,97.71428571428571,135.83333333333334
2014-02-09,55,1982,1.29,9,2,2014,6,1,54.0,217.0,74.57142857142857,133.5
2014-02-12,8,7228,1.29,12,2,2014,2,0,55.0,97.0,61.857142857142854,130.83333333333334
2014-02-13,43,7185,1.09,13,2,2014,3,0,8.0,117.0,51.285714285714285,126.0
2014-02-14,107,7078,1.09,14,2,2014,4,0,43.0,100.0,52.285714285714285,125.53333333333333
2014-02-15,116,6962,1.09,15,2,2014,5,1,107.0,64.0,59.714285714285715,124.93333333333334
2014-02-16,87,6875,1.09,16,2,2014,6,1,116.0,35.0,67.14285714285714,125.16666666666667
2014-02-17,66,6809,1.09,17,2,2014,0,0,87.0,54.0,68.85714285714286,124.63333333333334
2014-02-18,44,6765,1.09,18,2,2014,1,0,66.0,55.0,67.28571428571429,122.96666666666667
2014-02-19,33,6731,1.09,19,2,2014,2,0,44.0,8.0,70.85714285714286,118.76666666666667
2014-02-20,13,6718,1.09,20,2,2014,3,0,33.0,43.0,66.57142857142857,112.56666666666666
2014-02-21,53,6665,1.09,21,2,2014,4,0,13.0,107.0,58.857142857142854,110.86666666666666
2014-02-22,72,6593,1.09,22,2,2014,5,1,53.0,116.0,52.57142857142857,110.93333333333334
2014-02-23,50,6543,1.09,23,2,2014,6,1,72.0,87.0,47.285714285714285,108.36666666666666
2014-02-24,15,6528,1.09,24,2,2014,0,0,50.0,66.0,40.0,105.66666666666667
2014-02-25,12,6516,1.09,25,2,2014,1,0,15.0,44.0,35.42857142857143,103.56666666666666
2014-02-26,71,6445,1.09,26,2,2014,2,0,12.0,33.0,40.857142857142854,99.33333333333333
2014-02-27,37,6412,1.09,27,2,2014,3,0,71.0,13.0,44.285714285714285,94.96666666666667
2014-02-28,83,6329,1.09,28,2,2014,4,0,37.0,53.0,48.57142857142857,93.56666666666666
2014-03-01,94,6237,1.09,1,3,2014,5,1,83.0,72.0,51.714285714285715,93.83333333333333
2014-03-02,59,6178,1.09,2,3,2014,6,1,94.0,50.0,53.0,88.4
2014-03-03,49,6129,1.09,3,3,2014,0,0,59.0,15.0,57.857142857142854,80.96666666666667
2014-03-05,65,6012,1.09,5,3,2014,2,0,49.0,12.0,65.42857142857143,76.16666666666667
2014-03-06,55,5957,1.09,6,3,2014,3,0,65.0,71.0,63.142857142857146,65.7
2014-03-07,77,5880,1.09,7,3,2014,4,0,55.0,37.0,68.85714285714286,61.03333333333333
2014-03-08,122,5755,1.09,8,3,2014,5,1,77.0,83.0,74.42857142857143,61.86666666666667
2014-03-09,83,5672,1.09,9,3,2014,6,1,122.0,94.0,72.85714285714286,60.733333333333334
2014-03-10,75,5597,1.09,10,3,2014,0,0,83.0,59.0,75.14285714285714,59.9
2014-03-11,48,5549,1.09,11,3,2014,1,0,75.0,49.0,75.0,59.36666666666667
2014-03-12,45,5504,1.29,12,3,2014,2,0,48.0,65.0,72.14285714285714,59.7
2014-03-13,78,4659,1.29,13,3,2014,3,0,45.0,55.0,75.42857142857143,60.5
2014-03-14,122,4537,1.29,14,3,2014,4,0,78.0,77.0,81.85714285714286,62.733333333333334
2014-03-16,116,4274,1.29,16,3,2014,6,1,122.0,122.0,81.0,66.33333333333333
2014-03-17,48,4228,1.29,17,3,2014,0,0,116.0,83.0,76.0,66.5
2014-03-18,29,4199,1.29,18,3,2014,1,0,48.0,75.0,69.42857142857143,63.9
2014-03-19,91,4107,1.29,19,3,2014,2,0,29.0,48.0,75.57142857142857,63.06666666666667
2014-03-20,59,4048,1.29,20,3,2014,3,0,91.0,45.0,77.57142857142857,62.13333333333333
2014-03-21,68,3980,1.29,21,3,2014,4,0,59.0,78.0,76.14285714285714,62.2
2014-03-22,137,3843,1.28,22,3,2014,5,1,68.0,122.0,78.28571428571429,65.3
2014-03-23,56,3787,1.29,23,3,2014,6,1,137.0,116.0,69.71428571428571,66.06666666666666
2014-03-24,13,3774,1.29,24,3,2014,0,0,56.0,48.0,64.71428571428571,66.06666666666666
2014-03-25,45,3729,1.29,25,3,2014,1,0,13.0,29.0,67.0,65.8
2014-03-26,25,3704,1.29,26,3,2014,2,0,45.0,91.0,57.57142857142857,64.23333333333333
2014-03-27,25,3679,1.29,27,3,2014,3,0,25.0,59.0,52.714285714285715,63.4
2014-03-28,174,3505,1.19,28,3,2014,4,0,25.0,68.0,67.85714285714286,68.7
2014-03-29,138,3367,1.09,29,3,2014,5,1,174.0,137.0,68.0,72.9
2014-03-30,64,3303,1.09,30,3,2014,6,1,138.0,56.0,69.14285714285714,72.66666666666667
2014-03-31,77,3226,1.09,31,3,2014,0,0,64.0,13.0,78.28571428571429,74.0
2014-04-01,62,3164,1.09,1,4,2014,1,0,77.0,45.0,80.71428571428571,73.3
2014-04-02,119,3045,1.09,2,4,2014,2,0,62.0,25.0,94.14285714285714,74.13333333333334
2014-04-03,89,2956,1.09,3,4,2014,3,0,119.0,25.0,103.28571428571429,75.13333333333334
2014-04-04,133,2823,1.09,4,4,2014,4,0,89.0,174.0,97.42857142857143,77.93333333333334
2014-04-05,180,2643,1.09,5,4,2014,5,1,133.0,138.0,103.42857142857143,81.76666666666667
2014-04-06,121,2522,1.09,6,4,2014,6,1,180.0,64.0,111.57142857142857,83.96666666666667
2014-04-07,72,2450,1.09,7,4,2014,0,0,121.0,77.0,110.85714285714286,83.8
2014-04-08,91,2359,1.09,8,4,2014,1,0,72.0,62.0,115.0,82.76666666666667
2014-04-09,53,2306,1.09,9,4,2014,2,0,91.0,119.0,105.57142857142857,81.76666666666667
2014-04-10,47,2259,1.09,10,4,2014,3,0,53.0,89.0,99.57142857142857,80.83333333333333
2014-04-11,42,2217,1.09,11,4,2014,4,0,47.0,133.0,86.57142857142857,80.63333333333334
2014-04-12,124,2092,1.09,12,4,2014,5,1,42.0,180.0,78.57142857142857,83.26666666666667
2014-04-13,97,1995,1.09,13,4,2014,6,1,124.0,121.0,75.14285714285714,83.9
2014-04-14,119,1875,1.09,14,4,2014,0,0,97.0,72.0,81.85714285714286,83.8
2014-04-15,34,1841,1.29,15,4,2014,1,0,119.0,91.0,73.71428571428571,81.06666666666666
2014-04-16,18,1823,1.29,16,4,2014,2,0,34.0,53.0,68.71428571428571,80.06666666666666
2014-04-17,24,1799,1.29,17,4,2014,3,0,18.0,47.0,65.42857142857143,79.9
2014-04-18,57,1742,1.29,18,4,2014,4,0,24.0,42.0,67.57142857142857,78.76666666666667
2014-04-19,61,1681,1.29,19,4,2014,5,1,57.0,124.0,58.57142857142857,78.83333333333333
2014-04-20,30,1651,1.29,20,4,2014,6,1,61.0,97.0,49.0,77.56666666666666
2014-04-21,96,1554,1.29,21,4,2014,0,0,30.0,119.0,45.714285714285715,76.2
2014-04-22,0,1525,1.29,22,4,2014,1,0,96.0,34.0,40.857142857142854,74.33333333333333
2014-04-23,37,1488,1.29,23,4,2014,2,0,0.0,18.0,43.57142857142857,75.13333333333334
2014-04-24,30,1458,1.29,24,4,2014,3,0,37.0,24.0,44.42857142857143,74.63333333333334
2014-04-25,38,1420,1.29,25,4,2014,4,0,30.0,57.0,41.714285714285715,75.06666666666666
2014-04-26,88,1332,1.29,26,4,2014,5,1,38.0,61.0,45.57142857142857,77.16666666666667
2014-04-27,64,1268,1.29,27,4,2014,6,1,88.0,30.0,50.42857142857143,73.5
2014-04-28,13,1255,1.29,28,4,2014,0,0,64.0,96.0,38.57142857142857,69.33333333333333
2014-04-29,20,1255,1.29,29,4,2014,1,0,13.0,0.0,41.42857142857143,67.86666666666666
2014-04-30,31,1457,1.29,30,4,2014,2,0,20.0,37.0,40.57142857142857,66.33333333333333
2014-05-01,129,1263,1.29,1,5,2014,3,0,31.0,30.0,54.714285714285715,68.56666666666666
2014-05-02,94,1169,1.29,2,5,2014,4,0,129.0,38.0,62.714285714285715,67.73333333333333
2014-05-03,129,1904,1.29,3,5,2014,5,1,94.0,88.0,68.57142857142857,69.06666666666666
2014-05-04,126,1778,1.29,4,5,2014,6,1,129.0,64.0,77.42857142857143,68.83333333333333
2014-05-05,70,1708,1.29,5,5,2014,0,0,126.0,13.0,85.57142857142857,65.16666666666667
2014-05-06,48,1708,1.29,6,5,2014,1,0,70.0,20.0,89.57142857142857,62.733333333333334
2014-05-07,123,2044,1.29,7,5,2014,2,0,48.0,31.0,102.71428571428571,64.43333333333334
2014-05-08,87,1930,1.29,8,5,2014,3,0,123.0,129.0,96.71428571428571,64.3
2014-05-09,65,1961,1.29,9,5,2014,4,0,87.0,94.0,92.57142857142857,64.7
2014-05-10,102,1859,1.29,10,5,2014,5,1,65.0,129.0,88.71428571428571,66.53333333333333
2014-05-11,78,1781,1.29,11,5,2014,6,1,102.0,126.0,81.85714285714286,67.73333333333333
2014-05-12,49,1828,1.29,12,5,2014,0,0,78.0,70.0,78.85714285714286,65.23333333333333
2014-05-13,0,1800,1.29,13,5,2014,1,0,49.0,48.0,72.0,62.0
2014-05-14,68,1687,1.09,14,5,2014,2,0,0.0,123.0,64.14285714285714,60.3
2014-05-15,102,1969,1.09,15,5,2014,3,0,68.0,87.0,66.28571428571429,62.56666666666667
2014-05-16,88,1977,1.09,16,5,2014,4,0,102.0,65.0,69.57142857142857,64.9
2014-05-17,170,1807,1.09,17,5,2014,5,1,88.0,102.0,79.28571428571429,69.76666666666667
2014-05-18,152,1655,1.09,18,5,2014,6,1,170.0,78.0,89.85714285714286,72.93333333333334
2014-05-19,90,1661,1.09,19,5,2014,0,0,152.0,49.0,95.71428571428571,73.9
2014-05-20,101,1751,1.09,20,5,2014,1,0,90.0,0.0,110.14285714285714,76.26666666666667
2014-05-21,71,1680,1.43,21,5,2014,2,0,101.0,68.0,110.57142857142857,75.43333333333334
2014-05-22,48,2016,1.49,22,5,2014,3,0,71.0,102.0,102.85714285714286,77.03333333333333
2014-05-23,40,1976,1.49,23,5,2014,4,0,48.0,88.0,96.0,77.13333333333334
2014-05-24,93,1883,1.49,24,5,2014,5,1,40.0,170.0,85.0,79.23333333333333
2014-05-25,45,1838,1.49,25,5,2014,6,1,93.0,152.0,69.71428571428571,79.46666666666667
2014-05-26,58,1876,1.49,26,5,2014,0,0,45.0,90.0,65.14285714285714,78.46666666666667
2014-05-27,53,1919,1.49,27,5,2014,1,0,58.0,101.0,58.285714285714285,78.1
2014-05-28,42,3317,1.49,28,5,2014,2,0,53.0,71.0,54.142857142857146,79.06666666666666
2014-05-29,52,3841,1.49,29,5,2014,3,0,42.0,48.0,54.714285714285715,80.13333333333334
2014-05-30,29,3811,1.99,30,5,2014,4,0,52.0,40.0,53.142857142857146,80.06666666666666
2014-05-31,91,3720,1.99,31,5,2014,5,1,29.0,93.0,52.857142857142854,78.8
2014-06-01,75,3645,1.99,1,6,2014,6,1,91.0,45.0,57.142857142857146,78.16666666666667
2014-06-02,75,3570,1.99,2,6,2014,0,0,75.0,58.0,59.57142857142857,76.36666666666666
2014-06-03,179,3391,1.19,3,6,2014,1,0,75.0,53.0,77.57142857142857,78.13333333333334
2014-06-04,252,3140,1.19,4,6,2014,2,0,179.0,42.0,107.57142857142857,84.2
2014-06-05,202,2938,1.19,5,6,2014,3,0,252.0,52.0,129.0,89.33333333333333
2014-06-06,161,2777,1.19,6,6,2014,4,0,202.0,29.0,147.85714285714286,90.6
2014-06-07,331,2446,1.19,7,6,2014,5,1,161.0,91.0,182.14285714285714,98.73333333333333
